Sexo;Titulación;Ocupación en el primer empleo;Total
Mujeres;Sociología, antropología y geografía social y cultural;Trabajadores de los servicios de restauración, personales, protección y vendedores;200
Mujeres;Sociología, antropología y geografía social y cultural;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Sociología, antropología y geografía social y cultural;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Sociología, antropología y geografía social y cultural;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Sociología, antropología y geografía social y cultural;Ocupaciones elementales;6
Mujeres;Sociología, antropología y geografía social y cultural;Ocupaciones militares;0
Mujeres;Sociología, antropología y geografía social y cultural;No consta;0
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Total;147
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Directores y gerentes;3
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Técnicos y profesionales científicos e intelectuales;70
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Técnicos profesionales de apoyo;29
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;6
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;21
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Ocupaciones elementales;19
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);Ocupaciones militares;0
Mujeres;Ciencias sociales y del comportamiento (Otros estudios);No consta;0
Mujeres;Periodismo y comunicación;Total;502
Mujeres;Periodismo y comunicación;Directores y gerentes;15
Mujeres;Periodismo y comunicación;Técnicos y profesionales científicos e intelectuales;346
Mujeres;Periodismo y comunicación;Técnicos profesionales de apoyo;43
Mujeres;Periodismo y comunicación;Empleados contables, administrativos y otros empleados de oficina;17
Mujeres;Periodismo y comunicación;Trabajadores de los servicios de restauración, personales, protección y vendedores;60
Mujeres;Periodismo y comunicación;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Periodismo y comunicación;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Periodismo y comunicación;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Periodismo y comunicación;Ocupaciones elementales;17
Mujeres;Periodismo y comunicación;Ocupaciones militares;0
Mujeres;Periodismo y comunicación;No consta;5
Mujeres;Biblioteconomía, documentación y archivos;Total;182
Mujeres;Biblioteconomía, documentación y archivos;Directores y gerentes;0
Mujeres;Biblioteconomía, documentación y archivos;Técnicos y profesionales científicos e intelectuales;95
Mujeres;Biblioteconomía, documentación y archivos;Técnicos profesionales de apoyo;31
Mujeres;Biblioteconomía, documentación y archivos;Empleados contables, administrativos y otros empleados de oficina;46
Mujeres;Biblioteconomía, documentación y archivos;Trabajadores de los servicios de restauración, personales, protección y vendedores;10
Mujeres;Biblioteconomía, documentación y archivos;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Biblioteconomía, documentación y archivos;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Biblioteconomía, documentación y archivos;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Biblioteconomía, documentación y archivos;Ocupaciones elementales;0
Mujeres;Biblioteconomía, documentación y archivos;Ocupaciones militares;0
Mujeres;Biblioteconomía, documentación y archivos;No consta;0
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Total;4.874
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Directores y gerentes;266
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Técnicos y profesionales científicos e intelectuales;2.240
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Técnicos profesionales de apoyo;679
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Empleados contables, administrativos y otros empleados de oficina;1.062
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Trabajadores de los servicios de restauración, personales, protección y vendedores;495
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);12
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Ocupaciones elementales;120
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Ocupaciones militares;0
Mujeres;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;No consta;0
Mujeres;Contabilidad y gestión de impuestos;Total;271
Mujeres;Contabilidad y gestión de impuestos;Directores y gerentes;11
Mujeres;Contabilidad y gestión de impuestos;Técnicos y profesionales científicos e intelectuales;91
Mujeres;Contabilidad y gestión de impuestos;Técnicos profesionales de apoyo;41
Mujeres;Contabilidad y gestión de impuestos;Empleados contables, administrativos y otros empleados de oficina;107
Mujeres;Contabilidad y gestión de impuestos;Trabajadores de los servicios de restauración, personales, protección y vendedores;21
Mujeres;Contabilidad y gestión de impuestos;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Contabilidad y gestión de impuestos;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Contabilidad y gestión de impuestos;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Contabilidad y gestión de impuestos;Ocupaciones elementales;0
Mujeres;Contabilidad y gestión de impuestos;Ocupaciones militares;0
Mujeres;Contabilidad y gestión de impuestos;No consta;0
Mujeres;Finanzas, banca y seguros;Total;435
Mujeres;Finanzas, banca y seguros;Directores y gerentes;16
Mujeres;Finanzas, banca y seguros;Técnicos y profesionales científicos e intelectuales;150
Mujeres;Finanzas, banca y seguros;Técnicos profesionales de apoyo;87
Mujeres;Finanzas, banca y seguros;Empleados contables, administrativos y otros empleados de oficina;172
Mujeres;Finanzas, banca y seguros;Trabajadores de los servicios de restauración, personales, protección y vendedores;10
Mujeres;Finanzas, banca y seguros;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Finanzas, banca y seguros;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Finanzas, banca y seguros;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Finanzas, banca y seguros;Ocupaciones elementales;0
Mujeres;Finanzas, banca y seguros;Ocupaciones militares;0
Mujeres;Finanzas, banca y seguros;No consta;0
Mujeres;Dirección y administración;Total;2.085
Mujeres;Dirección y administración;Directores y gerentes;183
Mujeres;Dirección y administración;Técnicos y profesionales científicos e intelectuales;907
Mujeres;Dirección y administración;Técnicos profesionales de apoyo;296
Mujeres;Dirección y administración;Empleados contables, administrativos y otros empleados de oficina;363
Mujeres;Dirección y administración;Trabajadores de los servicios de restauración, personales, protección y vendedores;244
Mujeres;Dirección y administración;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Dirección y administración;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);10
Mujeres;Dirección y administración;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Dirección y administración;Ocupaciones elementales;82
Mujeres;Dirección y administración;Ocupaciones militares;0
Mujeres;Dirección y administración;No consta;0
Mujeres;Marketing y publicidad;Total;468
Mujeres;Marketing y publicidad;Directores y gerentes;45
Mujeres;Marketing y publicidad;Técnicos y profesionales científicos e intelectuales;157
Mujeres;Marketing y publicidad;Técnicos profesionales de apoyo;61
Mujeres;Marketing y publicidad;Empleados contables, administrativos y otros empleados de oficina;149
Mujeres;Marketing y publicidad;Trabajadores de los servicios de restauración, personales, protección y vendedores;36
Mujeres;Marketing y publicidad;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Marketing y publicidad;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Marketing y publicidad;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Marketing y publicidad;Ocupaciones elementales;18
Mujeres;Marketing y publicidad;Ocupaciones militares;0
Mujeres;Marketing y publicidad;No consta;0
Mujeres;Ventas al por mayor y al por menor;Total;86
Mujeres;Ventas al por mayor y al por menor;Directores y gerentes;2
Mujeres;Ventas al por mayor y al por menor;Técnicos y profesionales científicos e intelectuales;21
Mujeres;Ventas al por mayor y al por menor;Técnicos profesionales de apoyo;28
Mujeres;Ventas al por mayor y al por menor;Empleados contables, administrativos y otros empleados de oficina;26
Mujeres;Ventas al por mayor y al por menor;Trabajadores de los servicios de restauración, personales, protección y vendedores;6
Mujeres;Ventas al por mayor y al por menor;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ventas al por mayor y al por menor;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);2
Mujeres;Ventas al por mayor y al por menor;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ventas al por mayor y al por menor;Ocupaciones elementales;0
Mujeres;Ventas al por mayor y al por menor;Ocupaciones militares;0
Mujeres;Ventas al por mayor y al por menor;No consta;0
Mujeres;Negocios y administración (Otros estudios);Total;40
Mujeres;Negocios y administración (Otros estudios);Directores y gerentes;4
Mujeres;Negocios y administración (Otros estudios);Técnicos y profesionales científicos e intelectuales;21
Mujeres;Negocios y administración (Otros estudios);Técnicos profesionales de apoyo;11
Mujeres;Negocios y administración (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;5
Mujeres;Negocios y administración (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;0
Mujeres;Negocios y administración (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Negocios y administración (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Negocios y administración (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Negocios y administración (Otros estudios);Ocupaciones elementales;0
Mujeres;Negocios y administración (Otros estudios);Ocupaciones militares;0
Mujeres;Negocios y administración (Otros estudios);No consta;0
Mujeres;Derecho;Total;1.489
Mujeres;Derecho;Directores y gerentes;5
Mujeres;Derecho;Técnicos y profesionales científicos e intelectuales;892
Mujeres;Derecho;Técnicos profesionales de apoyo;156
Mujeres;Derecho;Empleados contables, administrativos y otros empleados de oficina;239
Mujeres;Derecho;Trabajadores de los servicios de restauración, personales, protección y vendedores;177
Mujeres;Derecho;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Derecho;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Derecho;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Derecho;Ocupaciones elementales;20
Mujeres;Derecho;Ocupaciones militares;0
Mujeres;Derecho;No consta;0
Mujeres;05 - CIENCIAS;Total;2.406
Mujeres;05 - CIENCIAS;Directores y gerentes;14
Mujeres;05 - CIENCIAS;Técnicos y profesionales científicos e intelectuales;1.450
Mujeres;05 - CIENCIAS;Técnicos profesionales de apoyo;337
Mujeres;05 - CIENCIAS;Empleados contables, administrativos y otros empleados de oficina;158
Mujeres;05 - CIENCIAS;Trabajadores de los servicios de restauración, personales, protección y vendedores;378
Mujeres;05 - CIENCIAS;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;6
Mujeres;05 - CIENCIAS;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);14
Mujeres;05 - CIENCIAS;Operadores de instalaciones y maquinaria, y montadores;6
Mujeres;05 - CIENCIAS;Ocupaciones elementales;34
Mujeres;05 - CIENCIAS;Ocupaciones militares;0
Mujeres;05 - CIENCIAS;No consta;8
Mujeres;Biología;Total;480
Mujeres;Biología;Directores y gerentes;2
Mujeres;Biología;Técnicos y profesionales científicos e intelectuales;249
Mujeres;Biología;Técnicos profesionales de apoyo;69
Mujeres;Biología;Empleados contables, administrativos y otros empleados de oficina;37
Mujeres;Biología;Trabajadores de los servicios de restauración, personales, protección y vendedores;107
Mujeres;Biología;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Biología;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Biología;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Biología;Ocupaciones elementales;16
Mujeres;Biología;Ocupaciones militares;0
Mujeres;Biología;No consta;0
Mujeres;Bioquímica;Total;459
Mujeres;Bioquímica;Directores y gerentes;0
Mujeres;Bioquímica;Técnicos y profesionales científicos e intelectuales;303
Mujeres;Bioquímica;Técnicos profesionales de apoyo;73
Mujeres;Bioquímica;Empleados contables, administrativos y otros empleados de oficina;0
Mujeres;Bioquímica;Trabajadores de los servicios de restauración, personales, protección y vendedores;64
Mujeres;Bioquímica;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Bioquímica;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);2
Mujeres;Bioquímica;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Bioquímica;Ocupaciones elementales;9
Mujeres;Bioquímica;Ocupaciones militares;0
Mujeres;Bioquímica;No consta;8
Mujeres;Ciencias de la vida (Otros estudios);Total;224
Mujeres;Ciencias de la vida (Otros estudios);Directores y gerentes;0
Mujeres;Ciencias de la vida (Otros estudios);Técnicos y profesionales científicos e intelectuales;136
Mujeres;Ciencias de la vida (Otros estudios);Técnicos profesionales de apoyo;34
Mujeres;Ciencias de la vida (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;36
Mujeres;Ciencias de la vida (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;19
Mujeres;Ciencias de la vida (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ciencias de la vida (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ciencias de la vida (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ciencias de la vida (Otros estudios);Ocupaciones elementales;0
Mujeres;Ciencias de la vida (Otros estudios);Ocupaciones militares;0
Mujeres;Ciencias de la vida (Otros estudios);No consta;0
Mujeres;Ciencias del medio ambiente;Total;155
Mujeres;Ciencias del medio ambiente;Directores y gerentes;2
Mujeres;Ciencias del medio ambiente;Técnicos y profesionales científicos e intelectuales;52
Mujeres;Ciencias del medio ambiente;Técnicos profesionales de apoyo;19
Mujeres;Ciencias del medio ambiente;Empleados contables, administrativos y otros empleados de oficina;26
Mujeres;Ciencias del medio ambiente;Trabajadores de los servicios de restauración, personales, protección y vendedores;52
Mujeres;Ciencias del medio ambiente;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ciencias del medio ambiente;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);3
Mujeres;Ciencias del medio ambiente;Operadores de instalaciones y maquinaria, y montadores;2
Mujeres;Ciencias del medio ambiente;Ocupaciones elementales;0
Mujeres;Ciencias del medio ambiente;Ocupaciones militares;0
Mujeres;Ciencias del medio ambiente;No consta;0
Mujeres;Entornos naturales y vida silvestre;Total;124
Mujeres;Entornos naturales y vida silvestre;Directores y gerentes;2
Mujeres;Entornos naturales y vida silvestre;Técnicos y profesionales científicos e intelectuales;56
Mujeres;Entornos naturales y vida silvestre;Técnicos profesionales de apoyo;23
Mujeres;Entornos naturales y vida silvestre;Empleados contables, administrativos y otros empleados de oficina;13
Mujeres;Entornos naturales y vida silvestre;Trabajadores de los servicios de restauración, personales, protección y vendedores;21
Mujeres;Entornos naturales y vida silvestre;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;6
Mujeres;Entornos naturales y vida silvestre;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Entornos naturales y vida silvestre;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Entornos naturales y vida silvestre;Ocupaciones elementales;4
Mujeres;Entornos naturales y vida silvestre;Ocupaciones militares;0
Mujeres;Entornos naturales y vida silvestre;No consta;0
Mujeres;Química;Total;387
Mujeres;Química;Directores y gerentes;2
Mujeres;Química;Técnicos y profesionales científicos e intelectuales;307
Mujeres;Química;Técnicos profesionales de apoyo;27
Mujeres;Química;Empleados contables, administrativos y otros empleados de oficina;6
Mujeres;Química;Trabajadores de los servicios de restauración, personales, protección y vendedores;33
Mujeres;Química;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Química;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);9
Mujeres;Química;Operadores de instalaciones y maquinaria, y montadores;2
Mujeres;Química;Ocupaciones elementales;2
Mujeres;Química;Ocupaciones militares;0
Mujeres;Química;No consta;0
Mujeres;Ciencias de la tierra;Total;253
Mujeres;Ciencias de la tierra;Directores y gerentes;2
Mujeres;Ciencias de la tierra;Técnicos y profesionales científicos e intelectuales;102
Mujeres;Ciencias de la tierra;Técnicos profesionales de apoyo;52
Mujeres;Ciencias de la tierra;Empleados contables, administrativos y otros empleados de oficina;27
Mujeres;Ciencias de la tierra;Trabajadores de los servicios de restauración, personales, protección y vendedores;65
Mujeres;Ciencias de la tierra;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ciencias de la tierra;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ciencias de la tierra;Operadores de instalaciones y maquinaria, y montadores;2
Mujeres;Ciencias de la tierra;Ocupaciones elementales;2
Mujeres;Ciencias de la tierra;Ocupaciones militares;0
Mujeres;Ciencias de la tierra;No consta;0
Mujeres;Física;Total;159
Mujeres;Física;Directores y gerentes;3
Mujeres;Física;Técnicos y profesionales científicos e intelectuales;117
Mujeres;Física;Técnicos profesionales de apoyo;21
Mujeres;Física;Empleados contables, administrativos y otros empleados de oficina;8
Mujeres;Física;Trabajadores de los servicios de restauración, personales, protección y vendedores;11
Mujeres;Física;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Física;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Física;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Física;Ocupaciones elementales;0
Mujeres;Física;Ocupaciones militares;0
Mujeres;Física;No consta;0
Mujeres;Matemáticas;Total;78
Mujeres;Matemáticas;Directores y gerentes;2
Mujeres;Matemáticas;Técnicos y profesionales científicos e intelectuales;62
Mujeres;Matemáticas;Técnicos profesionales de apoyo;13
Mujeres;Matemáticas;Empleados contables, administrativos y otros empleados de oficina;0
Mujeres;Matemáticas;Trabajadores de los servicios de restauración, personales, protección y vendedores;1
Mujeres;Matemáticas;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Matemáticas;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Matemáticas;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Matemáticas;Ocupaciones elementales;0
Mujeres;Matemáticas;Ocupaciones militares;0
Mujeres;Matemáticas;No consta;0
Mujeres;Estadística;Total;67
Mujeres;Estadística;Directores y gerentes;0
Mujeres;Estadística;Técnicos y profesionales científicos e intelectuales;56
Mujeres;Estadística;Técnicos profesionales de apoyo;5
Mujeres;Estadística;Empleados contables, administrativos y otros empleados de oficina;4
Mujeres;Estadística;Trabajadores de los servicios de restauración, personales, protección y vendedores;2
Mujeres;Estadística;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Estadística;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Estadística;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Estadística;Ocupaciones elementales;0
Mujeres;Estadística;Ocupaciones militares;0
Mujeres;Estadística;No consta;0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Total;19
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Directores y gerentes;0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Técnicos y profesionales científicos e intelectuales;11
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Técnicos profesionales de apoyo;3
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;4
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Ocupaciones elementales;1
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);Ocupaciones militares;0
Mujeres;Ciencias químicas, físicas y geológicas Matemáticas y estadística (Otros estudios);No consta;0
Mujeres;06 - INFORMÁTICA;Total;198
Mujeres;06 - INFORMÁTICA;Directores y gerentes;8
Mujeres;06 - INFORMÁTICA;Técnicos y profesionales científicos e intelectuales;127
Mujeres;06 - INFORMÁTICA;Técnicos profesionales de apoyo;48
Mujeres;06 - INFORMÁTICA;Empleados contables, administrativos y otros empleados de oficina;15
Mujeres;06 - INFORMÁTICA;Trabajadores de los servicios de restauración, personales, protección y vendedores;1
Mujeres;06 - INFORMÁTICA;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;06 - INFORMÁTICA;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;06 - INFORMÁTICA;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;06 - INFORMÁTICA;Ocupaciones elementales;0
Mujeres;06 - INFORMÁTICA;Ocupaciones militares;0
Mujeres;06 - INFORMÁTICA;No consta;0
Mujeres;Diseño y administración de bases de datos y redes;Total;22
Mujeres;Diseño y administración de bases de datos y redes;Directores y gerentes;2
Mujeres;Diseño y administración de bases de datos y redes;Técnicos y profesionales científicos e intelectuales;11
Mujeres;Diseño y administración de bases de datos y redes;Técnicos profesionales de apoyo;5
Mujeres;Diseño y administración de bases de datos y redes;Empleados contables, administrativos y otros empleados de oficina;3
Mujeres;Diseño y administración de bases de datos y redes;Trabajadores de los servicios de restauración, personales, protección y vendedores;0
Mujeres;Diseño y administración de bases de datos y redes;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Diseño y administración de bases de datos y redes;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Diseño y administración de bases de datos y redes;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Diseño y administración de bases de datos y redes;Ocupaciones elementales;0
Mujeres;Diseño y administración de bases de datos y redes;Ocupaciones militares;0
Mujeres;Diseño y administración de bases de datos y redes;No consta;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Total;121
Mujeres;Desarrollo y análisis de aplicaciones y de software;Directores y gerentes;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Técnicos y profesionales científicos e intelectuales;87
Mujeres;Desarrollo y análisis de aplicaciones y de software;Técnicos profesionales de apoyo;30
Mujeres;Desarrollo y análisis de aplicaciones y de software;Empleados contables, administrativos y otros empleados de oficina;3
Mujeres;Desarrollo y análisis de aplicaciones y de software;Trabajadores de los servicios de restauración, personales, protección y vendedores;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Ocupaciones elementales;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;Ocupaciones militares;0
Mujeres;Desarrollo y análisis de aplicaciones y de software;No consta;0
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Total;55
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Directores y gerentes;6
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Técnicos y profesionales científicos e intelectuales;28
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Técnicos profesionales de apoyo;13
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;8
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;1
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Ocupaciones elementales;0
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);Ocupaciones militares;0
Mujeres;Tecnologías de la información y las comunicaciones (Otros estudios);No consta;0
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Total;1.768
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Directores y gerentes;43
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Técnicos y profesionales científicos e intelectuales;883
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Técnicos profesionales de apoyo;415
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Empleados contables, administrativos y otros empleados de oficina;137
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Trabajadores de los servicios de restauración, personales, protección y vendedores;203
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;3
